time,sigma_0_0_real,sigma_1_1_real
0.00000000000000000000,0.99999999999999911182,0.00000000000000000000
1.00000000000000000000,0.99999996329500950853,0.00000003670499138808
2.00000000000000000000,0.99999985113079681298,0.00000014886920402969
3.00000000000000000000,0.99999966050580413324,0.00000033949419675166
4.00000000000000000000,0.99999938852332137529,0.00000061147667833327
5.00000000000000000000,0.99999903240203402710,0.00000096759796768086
6.00000000000000000000,0.99999858948649000823,0.00000141051351129632
7.00000000000000000000,0.99999805725751056418,0.00000194274249109746
8.00000000000000000000,0.99999743334244373116,0.00000256665755630218
9.00000000000000000000,0.99999671552528779372,0.00000328447471365760
10.00000000000000000000,0.99999590175658914504,0.00000409824341077554
11.00000000000000000000,0.99999499016315374078,0.00000500983684772400
12.00000000000000000000,0.99999397905744979997,0.00000602094255231547
13.00000000000000000000,0.99999286694674749398,0.00000713305325472511
14.00000000000000000000,0.99999165254190547358,0.00000834745809716019
15.00000000000000000000,0.99999033476578846891,0.00000966523421428471
16.00000000000000000000,0.99998891276128176742,0.00001108723871997717
17.00000000000000000000,0.99998738589886715378,0.00001261410113576043
18.00000000000000000000,0.99998575378370602174,0.00001424621629589212
19.00000000000000000000,0.99998401626223953897,0.00001598373776363545
20.00000000000000000000,0.99998217342820894249,0.00001782657179264608
21.00000000000000000000,0.99998022562813626557,0.00001977437186670630
22.00000000000000000000,0.99997817346615192058,0.00002182653385021536
23.00000000000000000000,0.99997601780822276130,0.00002398219178090000
24.00000000000000000000,0.99997375978566882537,0.00002624021433514441
25.00000000000000000000,0.99997140079800839185,0.00002859920199515574
26.00000000000000000000,0.99996894251505719087,0.00003105748494587258
27.00000000000000000000,0.99996638687827565928,0.00003361312172810259
28.00000000000000000000,0.99996373610133082455,0.00003626389867282903
29.00000000000000000000,0.99996099266986404608,0.00003900733013997059
30.00000000000000000000,0.99995815934042064921,0.00004184065958310082
31.00000000000000000000,0.99995523913854345022,0.00004476086145975120
32.00000000000000000000,0.99995223535599764286,0.00004776464400492456
33.00000000000000000000,0.99994915154712105121,0.00005084845288334576
34.00000000000000000000,0.99994599152427077193,0.00005400847573377300
35.00000000000000000000,0.99994275935238752240,0.00005724064761639240
36.00000000000000000000,0.99993945934263228636,0.00006054065737192176
37.00000000000000000000,0.99993609604510436117,0.00006390395489857003
38.00000000000000000000,0.99993267424065324089,0.00006732575935042599
39.00000000000000000000,0.99992919893174447843,0.00007080106825821085
40.00000000000000000000,0.99992567533243259525,0.00007432466757061080
41.00000000000000000000,0.99992210885739274406,0.00007789114261162201
42.00000000000000000000,0.99991850511005864188,0.00008149488994650632
43.00000000000000000000,0.99991486986985855800,0.00008513013014606052
44.00000000000000000000,0.99991120907857045097,0.00008879092143597012
45.00000000000000000000,0.99990752882579003735,0.00009247117421504892
46.00000000000000000000,0.99990383533358151436,0.00009616466642316815
47.00000000000000000000,0.99990013494026874774,0.00009986505973666201
48.00000000000000000000,0.99989643408343942266,0.00010356591656597182
49.00000000000000000000,0.99989273928217647924,0.00010726071782726143
50.00000000000000000000,0.99988905711854880742,0.00011094288145671766
51.00000000000000000000,0.99988539421837230314,0.00011460578163324698
52.00000000000000000000,0.99988175723133343453,0.00011824276867230662
53.00000000000000000000,0.99987815281045411275,0.00012184718955066314
54.00000000000000000000,0.99987458759098513106,0.00012541240901898845
55.00000000000000000000,0.99987106816874882220,0.00012893183125636270
56.00000000000000000000,0.99986760107798811070,0.00013239892201798276
57.00000000000000000000,0.99986419276878135687,0.00013580723122469284
58.00000000000000000000,0.99986084958406662437,0.00013915041594033642
59.00000000000000000000,0.99985757773632555345,0.00014242226368043354
60.00000000000000000000,0.99985438328401243790,0.00014561671599327825
61.00000000000000000000,0.99985127210775315287,0.00014872789225227245
62.00000000000000000000,0.99984824988641052279,0.00015175011359615489
63.00000000000000000000,0.99984532207305421014,0.00015467792695176519
64.00000000000000000000,0.99984249387093360184,0.00015750612907211017
65.00000000000000000000,0.99983977020948577863,0.00016022979052077895
66.00000000000000000000,0.99983715572047360265,0.00016284427953220840
67.00000000000000000000,0.99983465471433086158,0.00016534528567590623
68.00000000000000000000,0.99983227115675443741,0.00016772884325156514
69.00000000000000000000,0.99983000864566684562,0.00016999135434096280
70.00000000000000000000,0.99982787038856335560,0.00017212961144176512
71.00000000000000000000,0.99982585918039923456,0.00017414081960771648
72.00000000000000000000,0.99982397738198669490,0.00017602261801932757
73.00000000000000000000,0.99982222689909827640,0.00017777310090898800
74.00000000000000000000,0.99982060916224291258,0.00017939083776447514
75.00000000000000000000,0.99981912510727177779,0.00018087489273512121
76.00000000000000000000,0.99981777515684155944,0.00018222484316539846
77.00000000000000000000,0.99981655920282475059,0.00018344079718144192
78.00000000000000000000,0.99981547658975011839,0.00018452341025701439
79.00000000000000000000,0.99981452609931953379,0.00018547390068666042
80.00000000000000000000,0.99981370593611140762,0.00018629406389526410
81.00000000000000000000,0.99981301371449182724,0.00018698628551497575
82.00000000000000000000,0.99981244644684497125,0.00018755355316242781
83.00000000000000000000,0.99981200053315710807,0.00018799946685140194
84.00000000000000000000,0.99981167175202856345,0.00018832824797857504
85.00000000000000000000,0.99981145525318382283,0.00018854474682269463
86.00000000000000000000,0.99981134555150763532,0.00018865444850049438
87.00000000000000000000,0.99981133652268139311,0.00018866347732586172
88.00000000000000000000,0.99981142140048617772,0.00018857859952221365
89.00000000000000000000,0.99981159277576614475,0.00018840722424170162
90.00000000000000000000,0.99981184259715905061,0.00018815740284876245
91.00000000000000000000,0.99981216217357937737,0.00018783782642965198
