time,sigma_0_0_real,sigma_0_0_imag,sigma_0_1_real,sigma_0_1_imag,sigma_0_2_real,sigma_0_2_imag,sigma_1_0_real,sigma_1_0_imag,sigma_1_1_real,sigma_1_1_imag,sigma_1_2_real,sigma_1_2_imag,sigma_2_0_real,sigma_2_0_imag,sigma_2_1_real,sigma_2_1_imag,sigma_2_2_real,sigma_2_2_imag
0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
0.00241888425399999990,0.99790621215251062992,-0.00000000000000000000,0.00195155810490219993,0.04542687950268649993,-0.00092695349312899998,0.00459433080653199981,0.00195155810490209997,-0.04542687950268649993,0.00207177409222449992,-0.00000000000000000000,0.00020733157770170001,0.00005118232899400000,-0.00092695349312899998,-0.00459433080653199981,0.00020733157770170001,-0.00005118232899400000,0.00002201375300770000,0.00000000000000000000
0.00483776850799999981,0.99166115206379701341,-0.00000000000000000000,0.00776313373132499988,0.09003586517404960077,-0.00367668380031009991,0.00941506691741409926,0.00776313373132499988,-0.09003586517404940648,0.00823581762494439949,0.00000000000000000000,0.00082604509518150002,0.00040753670182820000,-0.00367668380031009991,-0.00941506691741409926,0.00082604509518150002,-0.00040753670182820000,0.00010303030560570000,-0.00000000000000000000
0.00725665276200000015,0.98137290801658239037,-0.00000000000000000000,0.01730645140298740087,0.13302770924357429361,-0.00815660228495090033,0.01468220963783030061,0.01730645140298750148,-0.13302770924357160132,0.01833958201512890171,-0.00000000000000000000,0.00184640049428539993,0.00136467977106029996,-0.00815660228495079971,-0.01468220963783020000,0.00184640049428539993,-0.00136467977106029996,0.00028750995879909998,-0.00000000000000000000
0.00967553701599999962,0.96721890681838718073,0.00000000000000000000,0.03037109572504529884,0.17364000447938199301,-0.01421504750008430011,0.02060310968157370165,0.03037109572504500046,-0.17364000447938118810,0.03213307967216760125,0.00000000000000000000,0.00325250671578200014,0.00319936919454870015,-0.01421504750008449960,-0.02060310968157370165,0.00325250671578209988,-0.00319936919454870015,0.00064801349723780000,-0.00000000000000000000
0.01209442127000000082,0.94944190245913662185,-0.00000000000000000000,0.04666949046070450330,0.21116448662419728954,-0.02164519515462149865,0.02736653152769229908,0.04666949046070460044,-0.21116448662419470828,0.04927516246543960088,-0.00000000000000000000,0.00502282509572839989,0.00616069724335280029,-0.02164519515462159926,-0.02736653152769239969,0.00502282509572839989,-0.00616069724335280029,0.00128293505924579991,-0.00000000000000000000
0.01451330552400000029,0.92834449680746355948,0.00000000000000000000,0.06584369839524589763,0.24496302630690919289,-0.03019039493193270002,0.03513717463419840231,0.06584369839524539803,-0.24496302630690838797,0.06934209122625770161,0.00000000000000000000,0.00713085407301050026,0.01046201447464879981,-0.03019039493193259940,-0.03513717463419840231,0.00713085407301039965,-0.01046201447464879981,0.00231341194403820007,0.00000000000000000000
0.01693218977800000150,0.90428232484846138295,-0.00000000000000000000,0.08747387622099320192,0.27448192422012779312,-0.03955080112333850262,0.04405078620247630111,0.08747387622099299376,-0.27448192422012701597,0.09183818252025259532,-0.00000000000000000000,0.00954597579041270052,0.01627379786215819857,-0.03955080112333769771,-0.04405078620247600274,0.00954597579041270052,-0.01627379786215779958,0.00387949260208480000,0.00000000000000000000
0.01935107403199999923,0.87765606917758831607,-0.00000000000000000000,0.11108817842542820231,0.29926416513485809556,-0.04939113176631219904,0.05420998566956620329,0.11108817842542860477,-0.29926416513485681881,0.11620826707905440589,-0.00000000000000000000,0.01223444050539699950,0.02371765388504900110,-0.04939113176631169944,-0.05420998566956600206,0.01223444050539710011,-0.02371765388504910171,0.00613566370587959996,0.00000000000000000000
0.02176995828600000044,0.84890249661300420936,-0.00000000000000000000,0.13617386900341060807,0.31895933657457242738,-0.05934936281127820012,0.06568090364676540394,0.13617386900341099665,-0.31895933657456582155,0.14185164903877200970,-0.00000000000000000000,0.01516046069128390052,0.03286161835164139872,-0.05934936281127840135,-0.06568090364676440474,0.01516046069128390052,-0.03286161835164159994,0.00924585430131369922,0.00000000000000000000
0.02418884254000000164,0.81848473316412095890,-0.00000000000000000000,0.16218937060653990101,0.33333097543581602373,-0.06904614047955490164,0.07849071805271709557,0.16218937060654159410,-0.33333097543581180489,0.16813721761846331382,-0.00000000000000000000,0.01828738341120909883,0.04371688189372899963,-0.06904614047955499878,-0.07849071805271840008,0.01828738341120930005,-0.04371688189372909678,0.01337804916083759968,0.00000000000000000000
0.02660772679399999938,0.78688201167398308389,-0.00000000000000000000,0.18857695820974670897,0.34226116911026810419,-0.07809467699938370255,0.09262614820316120157,0.18857695820974579304,-0.34226116911026638334,0.19441933402055339153,-0.00000000000000000000,0.02157890707460450100,0.05623603393195800160,-0.07809467699938270335,-0.09262614820316129871,0.02157890707460450100,-0.05623603393195839711,0.01869865423964829979,-0.00000000000000000000
