j,omega_j/au,Sj_11,Sj_21,Sj_12,Sj_22,Sj_13,Sj_23
1.0,1.9064275564452037e-07,0.0,6464.380365282275,4571.007192460268,6015.78377901589,0.0,0.0
2.0,5.767821074948749e-07,0.0,2136.660049536462,1510.8468101176165,1988.386224347964,0.0,0.0
3.0,9.695793614468783e-07,0.0,1271.053546903767,898.7705822668671,1182.848606927604,0.0,0.0
4.0,1.3692681457710786e-06,0.0,900.0335618541302,636.4198348825374,837.5756060164235,0.0,0.0
5.0,1.7760946058344524e-06,0.0,693.8747982924809,490.6435751670611,645.723258899472,0.0,0.0
6.0,2.190318314555776e-06,0.0,562.6521397286895,397.8551434512772,523.6068152157119,0.0,0.0
7.0,2.6122132671762202e-06,0.0,471.77897067491125,333.5981093854391,439.03980253225933,0.0,0.0
8.0,3.0420689698922302e-06,0.0,405.11484077739476,286.4594510730043,377.00183932181693,0.0,0.0
9.0,3.480191633183093e-06,0.0,354.11477765221906,250.39696059625058,329.5409327630146,0.0,0.0
10.0,3.926905482152902e-06,0.0,313.83166515535675,221.91249858241866,292.053272533678,0.0,0.0
11.0,4.382554197931685e-06,0.0,281.20297678311897,198.84053177318668,261.68885658834535,0.0,0.0
12.0,4.847502506187457e-06,0.0,254.23138715218784,179.76873784577452,236.58896422009306,0.0,0.0
13.0,5.322137931142459e-06,0.0,231.55868981907386,163.73671981373948,215.48964191294598,0.0,0.0
14.0,5.806872736227025e-06,0.0,212.22908480210285,150.06862502858175,197.50141755962844,0.0,0.0
15.0,6.3021460757214024e-06,0.0,195.5504159320321,138.27502516938978,181.9801672657857,0.0,0.0
16.0,6.8084263855249125e-06,0.0,181.0091226060499,127.9927780513651,168.44796903899774,0.0,0.0
17.0,7.326214045669902e-06,0.0,168.21611799618884,118.94675773998155,156.54273678654545,0.0,0.0
18.0,7.856044352509562e-06,0.0,156.87122310836574,110.92470563295325,145.9851224779347,0.0,0.0
19.0,8.398490844832475e-06,0.0,146.73913553528755,103.76023780245372,136.55615254958016,0.0,0.0
20.0,8.95416903571475e-06,0.0,137.63279221737088,97.32108069054202,128.08174520927494,0.0,0.0
21.0,9.523740610991132e-06,0.0,129.4016013990841,91.500749845691,120.4217590375807,0.0,0.0
22.0,1.010791816615821e-05,0.0,121.92295842855508,86.21255068715682,113.46209754971663,0.0,0.0
23.0,1.0707470566757273e-05,0.0,115.09602372364672,81.38517886259834,107.10891894055617,0.0,0.0
24.0,1.1323229033381488e-05,0.0,108.83708902633694,76.95944369512682,101.28432389843694,0.0,0.0
25.0,1.1956094072128546e-05,0.0,103.07607810184635,72.88579380392974,95.92309913876572,0.0,0.0
26.0,1.2607043395495923e-05,0.0,97.75387041279124,69.1224246561157,90.97022680218049,0.0,0.0
27.0,1.3277141008584134e-05,0.0,92.82023031727711,65.6338142886438,86.37895735623408,0.0,0.0
28.0,1.3967547672586444e-05,0.0,88.23218758655123,62.38957816137389,82.10930249725251,0.0,0.0
29.0,1.4679533003941276e-05,0.0,83.95275830919574,59.363564699747585,78.12684481756172,0.0,0.0
30.0,1.5414489525902966e-05,0.0,79.94992531545103,56.53313434591344,74.40178898340868,0.0,0.0
31.0,1.6173949063245526e-05,0.0,76.19581844561891,53.87857992095615,70.90819888875434,0.0,0.0
32.0,1.6959601965191504e-05,0.0,72.66605011728106,51.38265679997095,67.62337933089844,0.0,0.0
