j,omega_j/au,Sj_11,Sj_21,Sj_12,Sj_22,Sj_13,Sj_23
1.0,3.812894210330168e-07,0.0,722.7359909612464,511.0515202162767,672.5816250365071,0.0,0.0
2.0,1.153576043765318e-06,0.0,238.88463100695182,168.91694250626182,222.30719837988147,0.0,0.0
3.0,1.939178607242652e-06,0.0,142.10737810540144,100.48509071497007,132.24581657914592,0.0,0.0
4.0,2.7385643727974157e-06,0.0,100.62629540157339,71.15353584413324,93.64331945414747,0.0,0.0
5.0,3.5522256362115663e-06,0.0,77.57716310139388,54.855338094210424,72.19368493751325,0.0,0.0
6.0,4.380681548646034e-06,0.0,62.90609908371678,44.481329240088996,58.54072147446497,0.0,0.0
7.0,5.2244801062023165e-06,0.0,52.74622200708326,37.297211263179676,49.085890499069784,0.0,0.0
8.0,6.084200327210563e-06,0.0,45.2929839145647,32.026976066161915,42.14987091412715,0.0,0.0
9.0,6.960454638909178e-06,0.0,39.59103274847634,27.995087730626295,36.84360745260244,0.0,0.0
10.0,7.85389149815563e-06,0.0,35.08726694506172,24.81044439015574,32.65238111168693,0.0,0.0
11.0,8.765198274258262e-06,0.0,31.4392873875585,22.23093330741531,29.2575536095693,0.0,0.0
12.0,9.69510442603298e-06,0.0,28.423787454354944,20.098652855979495,26.451314719108012,0.0,0.0
13.0,1.0644385009871698e-05,0.0,25.888915827243167,18.30622793901138,24.092350865717744,0.0,0.0
14.0,1.1613864561089877e-05,0.0,23.727811367508917,16.778096320680802,22.081216554461832,0.0,0.0
15.0,1.2604421397254281e-05,0.0,21.863089059634838,15.45953853175321,20.345896913878132,0.0,0.0
16.0,1.3616992399770344e-05,0.0,20.23733137708037,14.309954249852822,18.83295891477038,0.0,0.0
17.0,1.4652578338964661e-05,0.0,18.80703731305278,13.298583618088045,17.501920308841413,0.0,0.0
18.0,1.5712249818521597e-05,0.0,17.538646007810645,12.401695524953276,16.321549196940225,0.0,0.0
19.0,1.6797153927780568e-05,0.0,16.40584998733467,11.600687777173578,15.267363715913763,0.0,0.0
20.0,1.7908521705516876e-05,0.0,15.387735072987352,10.88077181721143,14.319901029497832,0.0,0.0
21.0,1.9047676536970013e-05,0.0,14.46746468097959,10.23004238249754,13.463492931007616,0.0,0.0
22.0,2.0216043627747222e-05,0.0,13.631331264793362,9.638806773935583,12.685383111047072,0.0,0.0
23.0,2.1415160724699145e-05,0.0,12.868060674207653,9.099092963452167,11.975079790638281,0.0,0.0
24.0,2.264669028605897e-05,0.0,12.168294089444755,8.604283266118571,11.323873606620648,0.0,0.0
25.0,2.3912433342489866e-05,0.0,11.524196789444918,8.14883769754474,10.724473529506257,0.0,0.0
26.0,2.5214345339037924e-05,0.0,10.929158931074275,7.728082392828138,10.17072840715683,0.0,0.0
27.0,2.655455430772503e-05,0.0,10.377564027620314,7.338045896127904,9.65741150974662,0.0,0.0
28.0,2.793538179474286e-05,0.0,9.86460788608935,6.9753311300000735,9.180052031931641,0.0,0.0
29.0,2.9359367059005835e-05,0.0,9.386155600681015,6.637014274513637,8.73480201028214,0.0,0.0
30.0,3.082929517558081e-05,0.0,8.93862756134663,6.320564163129174,8.318330242293126,0.0,0.0
31.0,3.2348229825430804e-05,0.0,8.51890780548043,6.023777477558221,7.927736998022892,0.0,0.0
32.0,3.391955174166697e-05,0.0,8.124269732457096,5.7447262200090305,7.560484889680689,0.0,0.0
33.0,3.554700402523579e-05,0.0,7.752315423198577,5.481714805640774,7.214342402120746,0.0,0.0
34.0,3.723474585768702e-05,0.0,7.400925700059432,5.23324474956982,6.887337418328916,0.0,0.0
35.0,3.898741655031687e-05,0.0,7.068218721229879,4.997985388691355,6.577718687172955,0.0,0.0
36.0,4.0810212412494804e-05,0.0,6.752515394136149,4.774749425260223,6.28392363694483,0.0,0.0
37.0,4.2708979646871116e-05,0.0,6.452310259618339,4.56247233889566,6.004551280035156,0.0,0.0
38.0,4.469032745649441e-05,0.0,6.166246775023153,4.360194909088551,5.7383392112591975,0.0,0.0
39.0,4.676176688206346e-05,0.0,5.89309613232427,4.1670482373507065,5.484143895896755,0.0,0.0
40.0,4.893188272935079e-05,0.0,5.631738902783753,3.9822407680304783,5.240923588124888,0.0,0.0
41.0,5.121054852653813e-05,0.0,5.381148913305072,3.8050468871726375,5.007723326273683,0.0,0.0
42.0,5.360919811898438e-05,0.0,5.140378838379797,3.634796734486182,4.783661524621846,0.0,0.0
43.0,5.6141172809983374e-05,0.0,4.908547038838018,3.4708668969355094,4.567917725473882,0.0,0.0
44.0,5.8822170757031074e-05,0.0,4.684825194425487,3.3126716636518476,4.359721089976297,0.0,0.0
45.0,6.167083704386269e-05,0.0,4.468426257249275,3.1596545077329865,4.158339187535584,0.0,0.0
46.0,6.470955082173747e-05,0.0,4.258592186993922,3.011279413731452,3.9630665821507813,0.0,0.0
47.0,6.796549418828969e-05,0.0,4.054580796395029,2.867021575999677,3.773212590747275,0.0,0.0
48.0,7.147213320747195e-05,0.0,3.8556507996396014,2.7263568263124967,3.588087369145509,0.0,0.0
49.0,7.527131782181073e-05,0.0,3.6610437485058522,2.588748860789105,3.4069851017449113,0.0,0.0
50.0,7.941633954177865e-05,0.0,3.4699608310247925,2.4536328340693383,3.2291624102456318,0.0,0.0
51.0,8.397652422443979e-05,0.0,3.281531238621298,2.32039299150461,3.0538089159563113,0.0,0.0
52.0,8.904438903308967e-05,0.0,3.094766447899738,2.1883303414985087,2.880004694201641,0.0,0.0
53.0,9.474729993926721e-05,0.0,2.908490138821666,2.056613100175003,2.7066550558379827,0.0,0.0
54.0,0.00010126752100931093,0.0,2.7212237922561586,1.9241957966305026,2.5323840837778238,0.0,0.0
55.0,0.00010887914323980389,0.0,2.530986002951888,1.789677365775515,2.355347872666428,0.0,0.0
56.0,0.0001180224666710625,0.0,2.3349078808984403,1.6510291960291985,2.172876619519875,0.0,0.0
57.0,0.00012947331202455147,0.0,2.12840455877951,1.505009296621353,1.9807036245352727,0.0,0.0
58.0,0.00014480427242204004,0.0,1.9030625474237992,1.3456684323055141,1.7709992538078076,0.0,0.0
