j,omega_j/au,Sj_11,Sj_21,Sj_12,Sj_22,Sj_13,Sj_23
49.0,7.527054598927307e-05,0.0,16.37276932397134,11.57729621578322,15.236578689845526,0.0,0.0
50.0,7.941552520616378e-05,0.0,15.518216157010233,10.97303587654058,14.441327360310432,0.0,0.0
51.0,8.397566312866424e-05,0.0,14.675529081366447,10.377166130934599,13.657118673013787,0.0,0.0
52.0,8.904347597139844e-05,0.0,13.840287263354341,9.786560977487659,12.87983857864645,0.0,0.0
53.0,9.474632839989384e-05,0.0,13.007230012863749,9.19750054654914,12.104591453429668,0.0,0.0
54.0,0.00010126648261155219,0.0,12.169745157428396,8.605309326129767,11.32522397753711,0.0,0.0
55.0,0.00010887802679242582,0.0,11.318971537951091,8.003721530542741,10.53348991325565,0.0,0.0
56.0,0.00011802125646799195,0.0,10.442079022485029,7.383664886484959,9.717449477452668,0.0,0.0
57.0,0.000129471984404445,0.0,9.518563355930413,6.730640696132175,8.858021310700028,0.0,0.0
58.0,0.00014480278759817507,0.0,8.510798077945813,6.0180430342249185,7.9201900461731825,0.0,0.0
59.0,0.00016807771566627316,0.0,7.332246761484501,5.184681406378792,6.823424464373109,0.0,0.0
60.0,0.00021813417486455438,0.0,5.649675421730538,3.994923802208631,5.257615399812142,0.0,0.0
