j,omega_j/au,Sj_11,Sj_21,Sj_12,Sj_22,Sj_13,Sj_23
1.0,3.8128551128904075e-07,0.0,3232.1901826411377,2285.503596230134,3007.891889507945,0.0,0.0
2.0,1.1535642149897498e-06,0.0,1068.330024768231,755.4234050588083,994.193112173982,0.0,0.0
3.0,1.9391587228937565e-06,0.0,635.5267734518835,449.38529113343355,591.424303463802,0.0,0.0
4.0,2.738536291542157e-06,0.0,450.0167809270651,318.2099174412687,418.78780300821177,0.0,0.0
5.0,3.552189211668905e-06,0.0,346.93739914624047,245.32178758353055,322.861629449736,0.0,0.0
6.0,4.380636629111552e-06,0.0,281.32606986434473,198.9275717256386,261.80340760785595,0.0,0.0
7.0,5.2244265343524405e-06,0.0,235.88948533745562,166.79905469271955,219.51990126612966,0.0,0.0
8.0,6.0841379397844605e-06,0.0,202.55742038869738,143.22972553650214,188.50091966090847,0.0,0.0
9.0,6.960383266366186e-06,0.0,177.05738882610953,125.19848029812529,164.7704663815073,0.0,0.0
10.0,7.853810964305804e-06,0.0,156.91583257767837,110.95624929120933,146.026636266839,0.0,0.0
11.0,8.76510839586337e-06,0.0,140.60148839155949,99.42026588659334,130.84442829417267,0.0,0.0
12.0,9.695005012374914e-06,0.0,127.11569357609392,89.88436892288726,118.29448211004653,0.0,0.0
13.0,1.0644275862284918e-05,0.0,115.77934490953693,81.86835990686974,107.74482095647299,0.0,0.0
14.0,1.161374547245405e-05,0.0,106.11454240105142,75.03431251429087,98.75070877981422,0.0,0.0
15.0,1.2604292151442805e-05,0.0,97.77520796601605,69.13751258469489,90.99008363289285,0.0,0.0
16.0,1.3616852771049825e-05,0.0,90.50456130302496,63.99638902568255,84.22398451949887,0.0,0.0
17.0,1.4652428091339803e-05,0.0,84.10805899809442,59.473378869990775,78.27136839327272,0.0,0.0
18.0,1.5712088705019124e-05,0.0,78.43561155418287,55.462352816476624,72.99256123896735,0.0,0.0
19.0,1.679698168966495e-05,0.0,73.36956776764377,51.88011890122686,68.27807627479008,0.0,0.0
20.0,1.79083380714295e-05,0.0,68.81639610868544,48.66054034527101,64.04087260463747,0.0,0.0
21.0,1.9047481221982265e-05,0.0,64.70080069954204,45.7503749228455,60.21087951879035,0.0,0.0
22.0,2.021583633231642e-05,0.0,60.96147921427754,43.10627534357841,56.731048774858316,0.0,0.0
23.0,2.1414941133514547e-05,0.0,57.54801186182336,40.69258943129917,53.55445947027808,0.0,0.0
24.0,2.2646458066762977e-05,0.0,54.41854451316847,38.47972184756341,50.64216194921847,0.0,0.0
25.0,2.3912188144257092e-05,0.0,51.538039050923174,36.44289690196487,47.96154956938286,0.0,0.0
26.0,2.5214086790991846e-05,0.0,48.87693520639562,34.56121232805785,45.485113401090246,0.0,0.0
27.0,2.655428201716827e-05,0.0,46.410115158638554,32.8169071443219,43.18947867811704,0.0,0.0
28.0,2.7935095345172888e-05,0.0,44.11609379327562,31.194789080686945,41.05465124862626,0.0,0.0
29.0,2.935906600788255e-05,0.0,41.97637915459787,29.681782349873792,39.06342240878086,0.0,0.0
30.0,3.082897905180593e-05,0.0,39.97496265772551,28.26656717295672,37.20089449170434,0.0,0.0
31.0,3.234789812649105e-05,0.0,38.097909222809456,26.939289960478074,35.45409944437717,0.0,0.0
32.0,3.391920393038301e-05,0.0,36.33302505864053,25.691328399985476,33.81168966544922,0.0,0.0
33.0,3.5546639526046494e-05,0.0,34.669586290111134,24.515099566669743,32.26368546463696,0.0,0.0
34.0,3.7234364052383e-05,0.0,33.09811561808778,23.403901998046248,30.80126722131558,0.0,0.0
35.0,3.8987016773117215e-05,0.0,31.610197147002904,22.351784757289412,29.416603062176225,0.0,0.0
36.0,4.080979394433561e-05,0.0,30.19832170808594,21.353438060240492,28.102704918273187,0.0,0.0
37.0,4.270854170874148e-05,0.0,28.855756648780684,20.404101202621625,26.85330735042302,0.0,0.0
38.0,4.4689869201612634e-05,0.0,27.576435294808906,19.499484397911427,25.662764682063806,0.0,0.0
39.0,4.676128738662958e-05,0.0,26.354862221439177,18.6357017940168,24.52596284423765,0.0,0.0
40.0,4.8931380981536185e-05,0.0,25.186031165496317,17.809213428298172,23.438242984107788,0.0,0.0
41.0,5.1210023413270975e-05,0.0,24.065352917850326,17.016774239859433,22.3953343613584,0.0,0.0
42.0,5.3608648409950135e-05,0.0,22.9885908883128,16.255388507049258,21.39329438457414,0.0,0.0
43.0,5.614059713806569e-05,0.0,21.951802246437698,15.522268227722183,20.428453836583305,0.0,0.0
44.0,5.8821567594144596e-05,0.0,20.951282612441332,14.81479400981307,19.497365403559233,0.0,0.0
45.0,6.167020467073527e-05,0.0,19.98351218309733,14.13047697659211,18.596753539516378,0.0,0.0
46.0,6.470888728962103e-05,0.0,19.045100881674607,13.466919981814009,17.723463422576067,0.0,0.0
47.0,6.796479726971073e-05,0.0,18.13272952880522,12.821776011239722,16.87440620829026,0.0,0.0
48.0,7.147140033179577e-05,0.0,17.24308297655513,12.192700901284448,16.046496803882896,0.0,0.0
