j,omega_j/au,Sj_11,Sj_21,Sj_12,Sj_22,Sj_13,Sj_23
40.0,0.00014679414294460855,0.0,26.54840790098453,18.772559256492674,24.70607739408077,0.0,0.0
41.0,0.0001536300702398129,0.0,25.36710930539534,17.937255008945414,23.606755180974986,0.0,0.0
42.0,0.00016082594522985038,0.0,24.232102468287312,17.134683977733232,22.55051230324815,0.0,0.0
43.0,0.00016842179141419704,0.0,23.139231281447998,16.36190735055576,21.533481066402803,0.0,0.0
44.0,0.00017646470278243377,0.0,22.08459098573248,15.616164045742734,20.55202768260507,0.0,0.0
45.0,0.00018501061401220582,0.0,21.064471382770442,14.89483055686695,19.602699423223292,0.0,0.0
46.0,0.00019412666186886308,0.0,20.075299017924237,14.195380069921866,18.6821708140079,0.0,0.0
47.0,0.00020389439180913216,0.0,19.113575168938755,13.515338614675402,17.787185927027636,0.0,0.0
48.0,0.00021441420099538728,0.0,18.175805363063326,12.852235225748894,16.91449278896073,0.0,0.0
49.0,0.0002258116379678192,0.0,17.258414222761573,12.203541729441065,16.0607641360987,0.0,0.0
50.0,0.0002382465756184913,0.0,16.35763609299249,11.56659540553681,15.222495631562692,0.0,0.0
51.0,0.0002519269893859927,0.0,15.469365921718833,10.938493543903473,14.395867093979973,0.0,0.0
52.0,0.00026713042791419526,0.0,14.5889437410728,10.315941049661616,13.576541934609509,0.0,0.0
53.0,0.0002842389851996815,0.0,13.710824296783565,9.695016835912934,12.759359712881912,0.0,0.0
54.0,0.00030379944783465656,0.0,12.828037747092713,9.070792480286258,11.937834260189627,0.0,0.0
55.0,0.00032663408037727744,0.0,11.931243610181488,8.436663264747994,11.103273278765768,0.0,0.0
56.0,0.0003540637694039758,0.0,11.00691773950576,7.783066173567026,10.243091132121156,0.0,0.0
57.0,0.00038841595321333495,0.0,10.033446752452036,7.094718237332978,9.337174301374045,0.0,0.0
58.0,0.0004344083627945252,0.0,8.97116887736401,6.343574348353797,8.348613349100473,0.0,0.0
59.0,0.0005042331469988195,0.0,7.7288667108947955,5.4651340621606765,7.192520916511158,0.0,0.0
60.0,0.0006544025245936631,0.0,5.9552807911136165,4.211019431266425,5.542013241527727,0.0,0.0
