time,sigma_0_1_real,sigma_0_1_imag,sigma_1_0_real,sigma_1_0_imag,sigma_0_0_real,sigma_0_0_imag,sigma_1_1_real,sigma_1_1_imag
0.00000000000000000000,0.00001295987555928792,0.00359993645562819986,0.00001295987555928784,-0.00359993645562819986,0.99998704011423600324,0.00000000000000000000,0.00001295988576260936,0.00000000000000000000
0.00359999999999999990,0.00005183799030169099,0.00719949043361080027,0.00005183799030169065,-0.00719949043361080027,0.99994816183310519797,0.00000000000000000000,0.00005183816690861585,0.00000000000000000000
0.00719999999999999980,0.00011662980697720000,0.01079827923297779942,0.00011662980697720000,-0.01079827923297779942,0.99988336928844456786,0.00000000000000000000,0.00011663071157050001,0.00000000000000000000
0.01080000000000000057,0.00020732776836470001,0.01439592037877070012,0.00020732776836470001,-0.01439592037877070012,0.99979266936653998776,0.00000000000000000000,0.00020733063348369999,0.00000000000000000000
0.01439999999999999961,0.00032392129590609999,0.01799203153323699830,0.00032392129590600002,-0.01799203153323699830,0.99967607170700478747,0.00000000000000000000,0.00032392829303069999,0.00000000000000000000
0.01799999999999999864,0.00046639679125630001,0.02158623054152980156,0.00046639679125630001,-0.02158623054152989870,0.99953358870164121797,0.00000000000000000000,0.00046641129839300000,0.00000000000000000000
0.02160000000000000114,0.00063473763827669996,0.02517813547737890109,0.00063473763827669996,-0.02517813547737890109,0.99936523549300759761,0.00000000000000000000,0.00063476450703270001,0.00000000000000000000
0.02520000000000000018,0.00082892420546890001,0.02876736468872419933,0.00082892420546890001,-0.02876736468872419933,0.99917102997254003682,0.00000000000000000000,0.00082897002750250001,0.00000000000000000000
0.02879999999999999921,0.00104893384885139992,0.03235353684330580237,0.00104893384885139992,-0.03235353684330580237,0.99895099277846155506,0.00000000000000000000,0.00104900722158439994,0.00000000000000000000
0.03239999999999999825,0.00129474091527510002,0.03593627097420239863,0.00129474091527510002,-0.03593627097420230149,0.99870514729330117643,0.00000000000000000000,0.00129485270675600006,0.00000000000000000000
0.03599999999999999728,0.00156631674617990009,0.03951518652530879722,0.00156631674617990009,-0.03951518652530890130,0.99843351964108262298,0.00000000000000000000,0.00156648035898449998,0.00000000000000000000
0.03959999999999989917,0.00186362968178920008,0.04308990339675160264,0.00186362968178909990,-0.04308990339675160264,0.99813613868423445297,0.00000000000000000000,0.00186386131584859996,0.00000000000000000000
0.04320000000000000229,0.00218664506574160018,0.04666004199022420057,0.00218664506574160018,-0.04666004199022420057,0.99781303602010518183,0.00000000000000000000,0.00218696397998630011,0.00000000000000000000
0.04680000000000000132,0.00253532525016050012,0.05022522325424950279,0.00253532525016050012,-0.05022522325424950279,0.99746424597723237770,0.00000000000000000000,0.00253575402286919990,0.00000000000000000000
0.05040000000000000036,0.00290962960115750003,0.05378506872934799704,0.00290962960115750003,-0.05378506872934799704,0.99708980561121784980,0.00000000000000000000,0.00291019438890239993,0.00000000000000000000
0.05399999999999999939,0.00330951450477019998,0.05733920059311140016,0.00330951450477019998,-0.05733920059311140016,0.99668975470028775554,0.00000000000000000000,0.00331024529984939994,0.00000000000000000000
