time,sigma_0_0_real,sigma_0_0_imag,sigma_0_1_real,sigma_0_1_imag,sigma_0_2_real,sigma_0_2_imag,sigma_1_0_real,sigma_1_0_imag,sigma_1_1_real,sigma_1_1_imag,sigma_1_2_real,sigma_1_2_imag,sigma_2_0_real,sigma_2_0_imag,sigma_2_1_real,sigma_2_1_imag,sigma_2_2_real,sigma_2_2_imag
0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
0.00024188842540000000,0.99996590195124079870,-0.00000000000000000000,-0.00000518197342010000,0.00546742132046160005,-0.00000934184965410000,0.00205028216398339984,-0.00000518197342010000,-0.00546742132046169980,0.00002989406976090000,-0.00000000000000000000,0.00001121020396540000,0.00000004045314120000,-0.00000934184965410000,-0.00205028216398339984,0.00001121020396540000,-0.00000004045314120000,0.00000420397885120000,0.00000000000000000000
0.00048377685080000000,0.99986361458834638327,0.00000000000000000000,-0.00002072685319060000,0.01093375666899819992,-0.00003736456260400000,0.00410015210550329981,-0.00002072685319060000,-0.01093375666899819992,0.00011956901421210000,-0.00000000000000000000,0.00004483722537320000,0.00000032361004900000,-0.00003736456260400000,-0.00410015210550329981,0.00004483722537320000,-0.00000032361004900000,0.00001681639722510000,0.00000000000000000000
0.00072566527620000006,0.99969315825862758995,0.00000000000000000000,-0.00004663151815270000,0.01639792035211589880,-0.00008405963142150000,0.00614919772723080023,-0.00004663151815270000,-0.01639792035211599941,0.00026900304079380001,-0.00000000000000000000,0.00010087029469810000,0.00000109209908320000,-0.00008405963142150000,-0.00614919772723080023,0.00010087029469810000,-0.00000109209908320000,0.00003783870042560000,-0.00000000000000000000
0.00096755370160000000,0.99945456686787703671,-0.00000000000000000000,-0.00008289076741370000,0.02185882723308439982,-0.00014941287909109999,0.00819700718202480069,-0.00008289076741370000,-0.02185882723308439982,0.00047815983502109998,-0.00000000000000000000,0.00017929146919719999,0.00000258839777860000,-0.00014941287909109999,-0.00819700718202480069,0.00017929146919719999,-0.00000258839777860000,0.00006727329677400001,0.00000000000000000000
0.00120944212699999995,0.99914788787251240798,0.00000000000000000000,-0.00012949732190220000,0.02731539301011980114,-0.00023340446205819999,0.01024316899784250001,-0.00012949732190220000,-0.02731539301011989829,0.00074698857015580004,0.00000000000000000000,0.00028007564260320000,0.00000505475740410000,-0.00023340446205819999,-0.01024316899784250001,0.00028007564260320000,-0.00000505475740410000,0.00010512355682850001,-0.00000000000000000000
0.00145133055240000012,0.99877318226623956754,-0.00000000000000000000,-0.00018644182654590000,0.03276653449427709835,-0.00033600887449860000,0.01228727220240970024,-0.00018644182654590000,-0.03276653449427679998,0.00107542392074299990,0.00000000000000000000,0.00040319055868269998,0.00000873312748810000,-0.00033600887449860000,-0.01228727220240980085,0.00040319055868269998,-0.00000873312748810000,0.00015139381229150001,-0.00000000000000000000
0.00169321897780000006,0.99833052456475357417,0.00000000000000000000,-0.00025371285306889998,0.03821116988702680239,-0.00045719495381120001,0.01432890644759910077,-0.00025371285306889998,-0.03821116988702680239,0.00146338608001110007,-0.00000000000000000000,0.00054859682864820002,0.00001386508029860000,-0.00045719495381120001,-0.01432890644759910077,0.00054859682864820002,-0.00001386508029860000,0.00020608935460210000,0.00000000000000000000
0.00193510740320000001,0.99782000278523175218,0.00000000000000000000,-0.00033129690340460001,0.04364821905734440205,-0.00059692588733589996,0.01636766213340720005,-0.00033129690340460001,-0.04364821905734440205,0.00191078078112959997,0.00000000000000000000,0.00071624795240750002,0.00002069173526770000,-0.00059692588733589996,-0.01636766213340720005,0.00071624795240750002,-0.00002069173526770000,0.00026921643321049999,-0.00000000000000000000
0.00217699582859999996,0.99724171842393682930,0.00000000000000000000,-0.00041917841372659999,0.04907660381832579938,-0.00075515922030149995,0.01840313053149579894,-0.00041917841372659999,-0.04907660381832539692,0.00241749932232219978,0.00000000000000000000,0.00090609034363330000,0.00002945368335020000,-0.00075515922030149995,-0.01840313053149579894,0.00090609034363330000,-0.00002945368335020000,0.00034078225353439999,0.00000000000000000000
