time,sigma_0_0_real,sigma_0_0_imag,sigma_0_1_real,sigma_0_1_imag,sigma_0_2_real,sigma_0_2_imag,sigma_1_0_real,sigma_1_0_imag,sigma_1_1_real,sigma_1_1_imag,sigma_1_2_real,sigma_1_2_imag,sigma_2_0_real,sigma_2_0_imag,sigma_2_1_real,sigma_2_1_imag,sigma_2_2_real,sigma_2_2_imag
0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
0.00024188842540000000,0.99999909485541338405,0.00000000000000000000,0.00000021465472520000,0.00091126569876320005,-0.00000029064225510000,0.00027337971018800001,0.00000021465472520000,-0.00091126569876320005,0.00000083040687900000,0.00000000000000000000,0.00000024912175310000,0.00000000032353510000,-0.00000029064225510000,-0.00027337971018800001,0.00000024912175310000,-0.00000000032353510000,0.00000007473677980000,-0.00000000000000000000
0.00048377685080000000,0.99999637943160002429,0.00000000000000000000,0.00000085861437940000,0.00182252326502209991,-0.00000116256397750000,0.00054675698398409995,0.00000085861437940000,-0.00182252326502209991,0.00000332161833630000,-0.00000000000000000000,0.00000099648053210000,0.00000000258827080000,-0.00000116256397750000,-0.00054675698398409995,0.00000099648053210000,-0.00000000258827080000,0.00000029894822230000,-0.00000000000000000000
0.00072566527620000006,0.99999185375273935694,0.00000000000000000000,0.00000193186539720000,0.00273376456640459994,-0.00000261575003820000,0.00082012938506080004,0.00000193186539720000,-0.00273376456640459994,0.00000747360683250000,0.00000000000000000000,0.00000224205689550000,0.00000000873535790000,-0.00000261575003820000,-0.00082012938506080004,0.00000224205689550000,-0.00000000873535790000,0.00000067263763610000,-0.00000000000000000000
0.00096755370160000000,0.99998551785941836023,-0.00000000000000000000,0.00000343438517070000,0.00364498147080039980,-0.00000465017522240000,0.00109349447721810008,0.00000343438517070000,-0.00364498147080039980,0.00001328632646910000,-0.00000000000000000000,0.00000398581844230000,0.00000002070584660000,-0.00000465017522240000,-0.00109349447721810008,0.00000398581844230000,-0.00000002070584660000,0.00000119581053550000,-0.00000000000000000000
0.00120944212699999995,0.99997737180802404033,0.00000000000000000000,0.00000536614204920000,0.00455616584648999966,-0.00000726580422980000,0.00136684982444739995,0.00000536614204920000,-0.00455616584648989992,0.00002075971298960000,-0.00000000000000000000,0.00000622771981280000,0.00000004044063710000,-0.00000726580422980000,-0.00136684982444739995,0.00000622771981280000,-0.00000004044063710000,0.00000186847464040000,-0.00000000000000000000
0.00145133055240000012,0.99996741567124536321,0.00000000000000000000,0.00000772709534080000,0.00546730956227630023,-0.00001046259167580000,0.00164019299099490003,0.00000772709534080000,-0.00546730956227630023,0.00002989368378020000,-0.00000000000000000000,0.00000896770269150000,0.00000006988042930000,-0.00001046259167580000,-0.00164019299099490003,0.00000896770269150000,-0.00000006988042930000,0.00000269063987600000,-0.00000000000000000000
0.00169321897780000006,0.99995564953785165407,-0.00000000000000000000,0.00001051719531280000,0.00637840448761449984,-0.00001424048209150000,0.00191352154142580009,0.00001051719531280000,-0.00637840448761449984,0.00004068813787170000,0.00000000000000000000,0.00001220569580890000,0.00000011096567260000,-0.00001424048209150000,-0.00191352154142580009,0.00001220569580890000,-0.00000011096567260000,0.00000366231837250000,-0.00000000000000000000
0.00193510740320000001,0.99994207351301278575,-0.00000000000000000000,0.00001373638319370000,0.00728944249274510007,-0.00001859940992500000,0.00218683304068840014,0.00001373638319370000,-0.00728944249274510007,0.00005314295594090000,-0.00000000000000000000,0.00001594161494580000,0.00000016563651610000,-0.00001859940992500000,-0.00218683304068840014,0.00001594161494580000,-0.00000016563651610000,0.00000478352446500000,-0.00000000000000000000
0.00217699582859999996,0.99992668771771842096,0.00000000000000000000,0.00001738459117430000,0.00820041544881979986,-0.00002353929954260000,0.00246012505417639998,0.00001738459117430000,-0.00820041544881979986,0.00006725800031330000,-0.00000000000000000000,0.00002017536293650000,0.00000023583275810000,-0.00002353929954260000,-0.00246012505417639998,0.00002017536293650000,-0.00000023583275810000,0.00000605427469300000,-0.00000000000000000000
